step,day,hour,net_assimilation_rate,gross_photosynthesis_rate,respiration_rate,light_use_efficiency,co2_uptake_rate,cumulative_carbon_gained,daily_carbon_gained,leaf_temperature,temperature_stress_factor,light_stress_factor,step_count,last_update
188,8,19,0.0068,0.0068,0.0000,0.0002,0.0068,2.0843,0.2529,24.4000,0.0364,0.0000,376,2025-10-17T21:51:33.875517
189,8,20,0.0068,0.0068,0.0000,0.0002,0.0068,2.0979,0.2666,24.4000,0.0364,0.0000,378,2025-10-17T21:51:33.895255
190,8,21,0.0068,0.0068,0.0000,0.0002,0.0068,2.1116,0.2803,24.4000,0.0364,0.0000,380,2025-10-17T21:51:33.914905
191,8,22,0.0069,0.0069,0.0000,0.0002,0.0069,2.1253,0.2940,24.4000,0.0364,0.0000,382,2025-10-17T21:51:33.934057
192,8,23,0.0069,0.0069,0.0000,0.0002,0.0069,2.1390,0.3077,24.4000,0.0364,0.0000,384,2025-10-17T21:51:33.953441
193,9,0,0.0069,0.0069,0.0000,0.0001,0.0069,2.1527,0.0000,26.4000,0.2182,0.0000,386,2025-10-17T21:51:33.973890
194,9,1,0.0069,0.0069,0.0000,0.0001,0.0069,2.1665,0.0137,26.4000,0.2182,0.0000,388,2025-10-17T21:51:33.994136
195,9,2,0.0069,0.0069,0.0000,0.0001,0.0069,2.1802,0.0275,26.4000,0.2182,0.0000,390,2025-10-17T21:51:34.013600
196,9,3,0.0069,0.0069,0.0000,0.0001,0.0069,2.1940,0.0413,26.4000,0.2182,0.0000,392,2025-10-17T21:51:34.033006
197,9,4,0.0069,0.0069,0.0000,0.0001,0.0069,2.2079,0.0551,26.4000,0.2182,0.0000,394,2025-10-17T21:51:34.052828
198,9,5,0.0069,0.0069,0.0000,0.0001,0.0069,2.2217,0.0690,26.4000,0.2182,0.0000,396,2025-10-17T21:51:34.071535
199,9,6,0.0069,0.0069,0.0000,0.0001,0.0069,2.2356,0.0829,26.4000,0.2182,0.0000,398,2025-10-17T21:51:34.090777
200,9,7,0.0070,0.0070,0.0000,0.0001,0.0070,2.2495,0.0968,26.4000,0.2182,0.0000,400,2025-10-17T21:51:34.109995
201,9,8,0.0070,0.0070,0.0000,0.0001,0.0070,2.2634,0.1107,26.4000,0.2182,0.0000,402,2025-10-17T21:51:34.129567
202,9,9,0.0070,0.0070,0.0000,0.0001,0.0070,2.2774,0.1247,26.4000,0.2182,0.0000,404,2025-10-17T21:51:34.149375
203,9,10,0.0070,0.0070,0.0000,0.0001,0.0070,2.2914,0.1387,26.4000,0.2182,0.0000,406,2025-10-17T21:51:34.169984
204,9,11,0.0070,0.0070,0.0000,0.0001,0.0070,2.3054,0.1527,26.4000,0.2182,0.0000,408,2025-10-17T21:51:34.189639
205,9,12,0.0070,0.0070,0.0000,0.0001,0.0070,2.3194,0.1667,26.4000,0.2182,0.0000,410,2025-10-17T21:51:34.209253
206,9,13,0.0070,0.0070,0.0000,0.0001,0.0070,2.3335,0.1808,26.4000,0.2182,0.0000,412,2025-10-17T21:51:34.228549
207,9,14,0.0070,0.0070,0.0000,0.0001,0.0070,2.3476,0.1949,26.4000,0.2182,0.0000,414,2025-10-17T21:51:34.247882
208,9,15,0.0071,0.0071,0.0000,0.0001,0.0071,2.3617,0.2090,26.4000,0.2182,0.0000,416,2025-10-17T21:51:34.266796
209,9,16,0.0071,0.0071,0.0000,0.0001,0.0071,2.3758,0.2231,26.4000,0.2182,0.0000,418,2025-10-17T21:51:34.285595
210,9,17,0.0071,0.0071,0.0000,0.0001,0.0071,2.3900,0.2373,26.4000,0.2182,0.0000,420,2025-10-17T21:51:34.304796
211,9,18,0.0071,0.0071,0.0000,0.0001,0.0071,2.4042,0.2515,26.4000,0.2182,0.0000,422,2025-10-17T21:51:34.323537
212,9,19,0.0071,0.0071,0.0000,0.0001,0.0071,2.4184,0.2657,26.4000,0.2182,0.0000,424,2025-10-17T21:51:34.342824
213,9,20,0.0071,0.0071,0.0000,0.0001,0.0071,2.4326,0.2799,26.4000,0.2182,0.0000,426,2025-10-17T21:51:34.361917
214,9,21,0.0072,0.0072,0.0000,0.0001,0.0072,2.4470,0.2942,26.4000,0.2182,0.0000,428,2025-10-17T21:51:34.381177
215,9,22,0.0072,0.0072,0.0000,0.0001,0.0072,2.4614,0.3086,26.4000,0.2182,0.0000,430,2025-10-17T21:51:34.400603
216,9,23,0.0072,0.0072,0.0000,0.0001,0.0072,2.4758,0.3231,26.4000,0.2182,0.0000,432,2025-10-17T21:51:34.419704
217,10,0,0.0078,0.0078,0.0000,0.0001,0.0078,2.4914,0.0000,22.8000,0.0000,0.0000,434,2025-10-17T21:51:34.439109
218,10,1,0.0079,0.0079,0.0000,0.0001,0.0079,2.5071,0.0157,22.8000,0.0000,0.0000,436,2025-10-17T21:51:34.458110
219,10,2,0.0079,0.0079,0.0000,0.0001,0.0079,2.5229,0.0315,22.8000,0.0000,0.0000,438,2025-10-17T21:51:34.477198
220,10,3,0.0079,0.0079,0.0000,0.0001,0.0079,2.5387,0.0473,22.8000,0.0000,0.0000,440,2025-10-17T21:51:34.496781
221,10,4,0.0080,0.0080,0.0000,0.0001,0.0080,2.5547,0.0632,22.8000,0.0000,0.0000,442,2025-10-17T21:51:34.515935
222,10,5,0.0080,0.0080,0.0000,0.0001,0.0080,2.5706,0.0792,22.8000,0.0000,0.0000,444,2025-10-17T21:51:34.534968
223,10,6,0.0080,0.0080,0.0000,0.0001,0.0080,2.5867,0.0952,22.8000,0.0000,0.0000,446,2025-10-17T21:51:34.554157
224,10,7,0.0080,0.0080,0.0000,0.0001,0.0080,2.6027,0.1113,22.8000,0.0000,0.0000,448,2025-10-17T21:51:34.572970
225,10,8,0.0081,0.0081,0.0000,0.0001,0.0081,2.6188,0.1274,22.8000,0.0000,0.0000,450,2025-10-17T21:51:34.591621
226,10,9,0.0081,0.0081,0.0000,0.0001,0.0081,2.6350,0.1436,22.8000,0.0000,0.0000,452,2025-10-17T21:51:34.610804
227,10,10,0.0081,0.0081,0.0000,0.0001,0.0081,2.6512,0.1598,22.8000,0.0000,0.0000,454,2025-10-17T21:51:34.629892
228,10,11,0.0081,0.0081,0.0000,0.0001,0.0081,2.6674,0.1760,22.8000,0.0000,0.0000,456,2025-10-17T21:51:34.648638
229,10,12,0.0082,0.0082,0.0000,0.0001,0.0082,2.6837,0.1923,22.8000,0.0000,0.0000,458,2025-10-17T21:51:34.667865
230,10,13,0.0082,0.0082,0.0000,0.0001,0.0082,2.7000,0.2086,22.8000,0.0000,0.0000,460,2025-10-17T21:51:34.686513
231,10,14,0.0082,0.0082,0.0000,0.0001,0.0082,2.7164,0.2250,22.8000,0.0000,0.0000,462,2025-10-17T21:51:34.705796
232,10,15,0.0082,0.0082,0.0000,0.0001,0.0082,2.7328,0.2414,22.8000,0.0000,0.0000,464,2025-10-17T21:51:34.725539
233,10,16,0.0082,0.0082,0.0000,0.0001,0.0082,2.7493,0.2578,22.8000,0.0000,0.0000,466,2025-10-17T21:51:34.745712
234,10,17,0.0083,0.0083,0.0000,0.0001,0.0083,2.7658,0.2743,22.8000,0.0000,0.0000,468,2025-10-17T21:51:34.764700
235,10,18,0.0083,0.0083,0.0000,0.0001,0.0083,2.7823,0.2909,22.8000,0.0000,0.0000,470,2025-10-17T21:51:34.784206
236,10,19,0.0083,0.0083,0.0000,0.0001,0.0083,2.7989,0.3074,22.8000,0.0000,0.0000,472,2025-10-17T21:51:34.803399
237,10,20,0.0083,0.0083,0.0000,0.0001,0.0083,2.8155,0.3241,22.8000,0.0000,0.0000,474,2025-10-17T21:51:34.822859
238,10,21,0.0083,0.0083,0.0000,0.0001,0.0083,2.8322,0.3407,22.8000,0.0000,0.0000,476,2025-10-17T21:51:34.842416
239,10,22,0.0084,0.0084,0.0000,0.0001,0.0084,2.8489,0.3574,22.8000,0.0000,0.0000,478,2025-10-17T21:51:34.861818
240,10,23,0.0084,0.0084,0.0000,0.0001,0.0084,2.8656,0.3742,22.8000,0.0000,0.0000,480,2025-10-17T21:51:34.881249
241,11,0,0.0078,0.0078,0.0000,0.0002,0.0078,2.8812,0.0000,25.6000,0.1455,0.0000,482,2025-10-17T21:51:34.900970
242,11,1,0.0078,0.0078,0.0000,0.0002,0.0078,2.8969,0.0157,25.6000,0.1455,0.0000,484,2025-10-17T21:51:34.921296
243,11,2,0.0079,0.0079,0.0000,0.0002,0.0079,2.9126,0.0314,25.6000,0.1455,0.0000,486,2025-10-17T21:51:34.941451
244,11,3,0.0079,0.0079,0.0000,0.0002,0.0079,2.9283,0.0471,25.6000,0.1455,0.0000,488,2025-10-17T21:51:34.961178
245,11,4,0.0079,0.0079,0.0000,0.0002,0.0079,2.9441,0.0628,25.6000,0.1455,0.0000,490,2025-10-17T21:51:34.980069
246,11,5,0.0079,0.0079,0.0000,0.0002,0.0079,2.9599,0.0786,25.6000,0.1455,0.0000,492,2025-10-17T21:51:35.000271
247,11,6,0.0079,0.0079,0.0000,0.0002,0.0079,2.9757,0.0945,25.6000,0.1455,0.0000,494,2025-10-17T21:51:35.019286
248,11,7,0.0079,0.0079,0.0000,0.0002,0.0079,2.9916,0.1104,25.6000,0.1455,0.0000,496,2025-10-17T21:51:35.038385
249,11,8,0.0080,0.0080,0.0000,0.0002,0.0080,3.0075,0.1263,25.6000,0.1455,0.0000,498,2025-10-17T21:51:35.057770
250,11,9,0.0080,0.0080,0.0000,0.0002,0.0080,3.0234,0.1422,25.6000,0.1455,0.0000,500,2025-10-17T21:51:35.080398
251,11,10,0.0080,0.0080,0.0000,0.0002,0.0080,3.0394,0.1582,25.6000,0.1455,0.0000,502,2025-10-17T21:51:35.100312
252,11,11,0.0080,0.0080,0.0000,0.0002,0.0080,3.0554,0.1742,25.6000,0.1455,0.0000,504,2025-10-17T21:51:35.120155
253,11,12,0.0080,0.0080,0.0000,0.0002,0.0080,3.0714,0.1902,25.6000,0.1455,0.0000,506,2025-10-17T21:51:35.139375
254,11,13,0.0080,0.0080,0.0000,0.0002,0.0080,3.0875,0.2063,25.6000,0.1455,0.0000,508,2025-10-17T21:51:35.158844
255,11,14,0.0081,0.0081,0.0000,0.0002,0.0081,3.1036,0.2224,25.6000,0.1455,0.0000,510,2025-10-17T21:51:35.177439
256,11,15,0.0081,0.0081,0.0000,0.0002,0.0081,3.1198,0.2386,25.6000,0.1455,0.0000,512,2025-10-17T21:51:35.196127
257,11,16,0.0081,0.0081,0.0000,0.0002,0.0081,3.1359,0.2547,25.6000,0.1455,0.0000,514,2025-10-17T21:51:35.214733
258,11,17,0.0081,0.0081,0.0000,0.0002,0.0081,3.1522,0.2709,25.6000,0.1455,0.0000,516,2025-10-17T21:51:35.233486
259,11,18,0.0081,0.0081,0.0000,0.0002,0.0081,3.1684,0.2872,25.6000,0.1455,0.0000,518,2025-10-17T21:51:35.251997
260,11,19,0.0081,0.0081,0.0000,0.0002,0.0081,3.1847,0.3035,25.6000,0.1455,0.0000,520,2025-10-17T21:51:35.270798
261,11,20,0.0082,0.0082,0.0000,0.0002,0.0082,3.2010,0.3198,25.6000,0.1455,0.0000,522,2025-10-17T21:51:35.289877
262,11,21,0.0082,0.0082,0.0000,0.0002,0.0082,3.2173,0.3361,25.6000,0.1455,0.0000,524,2025-10-17T21:51:35.308637
263,11,22,0.0082,0.0082,0.0000,0.0002,0.0082,3.2337,0.3525,25.6000,0.1455,0.0000,526,2025-10-17T21:51:35.327535
264,11,23,0.0082,0.0082,0.0000,0.0002,0.0082,3.2501,0.3689,25.6000,0.1455,0.0000,528,2025-10-17T21:51:35.346516
265,12,0,0.0081,0.0081,0.0000,0.0002,0.0081,3.2663,0.0000,24.7000,0.0636,0.0000,530,2025-10-17T21:51:35.366214
266,12,1,0.0081,0.0081,0.0000,0.0002,0.0081,3.2826,0.0163,24.7000,0.0636,0.0000,532,2025-10-17T21:51:35.384829
267,12,2,0.0082,0.0082,0.0000,0.0002,0.0082,3.2989,0.0326,24.7000,0.0636,0.0000,534,2025-10-17T21:51:35.404024
268,12,3,0.0082,0.0082,0.0000,0.0002,0.0082,3.3153,0.0489,24.7000,0.0636,0.0000,536,2025-10-17T21:51:35.423342
269,12,4,0.0082,0.0082,0.0000,0.0002,0.0082,3.3316,0.0653,24.7000,0.0636,0.0000,538,2025-10-17T21:51:35.442323
270,12,5,0.0082,0.0082,0.0000,0.0002,0.0082,3.3480,0.0817,24.7000,0.0636,0.0000,540,2025-10-17T21:51:35.460875
271,12,6,0.0082,0.0082,0.0000,0.0002,0.0082,3.3645,0.0981,24.7000,0.0636,0.0000,542,2025-10-17T21:51:35.479328
272,12,7,0.0083,0.0083,0.0000,0.0002,0.0083,3.3810,0.1146,24.7000,0.0636,0.0000,544,2025-10-17T21:51:35.498416
273,12,8,0.0083,0.0083,0.0000,0.0002,0.0083,3.3975,0.1312,24.7000,0.0636,0.0000,546,2025-10-17T21:51:35.517298
